full_text,sentiment
TKN Prabowo-Gibran Sebut Program Makan Siang dan Susu Gratis Tak Pakai Anggaran Bansos - Kompas TV https://t.co/IezgmSVj96 #MenangSeputaran,positif
@BMultinovic @Robbi_07 @are_inismyname @zarryhendrik @seeksixsuck @kurawa @P4P4B0W0_2024 @99propaganda @Ndons_Back @Bank_Joee_ @BANGSAygSUJUD @florieliciouss @Kimberley_2024 @gibran_tweet @cakimiNOW @Dahnilanzar Kebanyakan di kasih susu asamsulfat itu ekekkw,netral
M45Broo Yakin &amp; sangat optimis Ganjar -Mahfud akan memenangkan pilpres 2024 mereka berdua sangat menguasai semua aspek di tiap lini.... Gasspoll GanjarBersih KuatkanKPK Hebat Ganjar Presidenku LanjutGan Bansos Rakyat,netral
@ch_chotimah2 Prabowo tampil keren menguasai materi jadi semakin yakin Prabowo-Gibran menang satu putaran https://t.co/NZVrmC1Ojb,positif
@ganjarpranowo Bogor sudah pasti full dukung bapak ganjar Pranowo,positif
@zainul_munas @aniesbaswedan Pilih anis muhaimin kita buat perubahan,netral
Mau samaan LIGHTSTICK AMIN OLPBONG PARK AHN NICE ANIES BASWEDAN di JIS nanti Ayo dapatkan sekarang https://t.co/HMY7uX1lwL #HumaniesCSENobar #AniesFinalStage #AMINkanIndonesia https://t.co/pYdHuir4An,netral
@kikysaputrii Maaf Ky Numpang Tanya BuzzeR?BuzzeRp Siapa yg anda Maksud? ANIES?Maaf yaa Anies TIDAK PUNYA BUZZER. Ga Akan Mampu Anies Bayar Buzzer.Klopun ada jawaban yg menurut anda membela Anies Itu Murni dr Kami Pendukung.Krn Taù Kualitas yg Kami Dukung dan lebih meluruskan &amp; bkn babibuta.,positif
@cakimiNOW Kompak pak anies dan pak Muhaimin keren,netral
@126_Eiman Syukran sidi,netral
@cakimiNOW @aniesbaswedan Pak Muhaimin saya tidak sabar menanti bapak merujak belimbing sayur ️,positif
kayaknya seru nih kalo dua putaran. di debat cawapres masih swing ke Prabowo-Ganjar. di debat capres kali ini bergeser ke Anies-Muhaimin atau Ganjar-Mahfud,netral
Mahfud dan Gibran contentwise Muhaimin as predicted. Politisi normatif #DebatCawap,negatif
KEMENANGAN ANIES DI DEPAN MATA ALHAMDULILLAH dukungan PERUBAHAN Anies mengalir deras Dimulai olh partai utama terakhir dr seluruh perguruan tinggi Ijtimak Ulama org keagamaan Jenderal &amp; Prajurit Pengusaha Ojol para guru komunitas bola petani nelayan &amp; semua lapisan,netral
Jangan dilihat 4 jarinya dulu lihat dulu fakta yang di bawakan di awal dipikir pikir emang lolosnya gibran tanpa kecurangan??,netral
@Kemhan_RI @_TNIAU Ini yg beli Jokowi apa punya Prabowo min hastag nya Jan lupa min,netral
@Catrya3 @Papakez057357 @Siantar72 @gibran_tweet Baru denger? Awokawok tinggal dmn ente singosari? ️️,netral
@NKRIndonesia79 @Dahnilanzar @prabowo @gibran_tweet Gua mah oga beuutt dapat presiden model ngeri gitu ama wapres songong bin nepo amiitt semoga jangan sampai terjadi ,netral
@Gi_Grey Sbg sesama babyboomers disarankan prof mahfud banyak belajar dr prabowo yg cuma bilang mas anies mas anies aja uda dibilang gemoysian. Dibanding yg ga mau jawab pertanyaan.,netral
@hakimrbg Bismillah. Anis-Muhaimin. Amin. #nazarpemilu,positif
@timpenguinnas semangat pak Ganjar Mahfud,positif
Anies soal Gibran Pakai Istilah SGIE: Publik Bisa Menilai Apakah Ini Hafalan https://t.co/TkEVCBjnHP.,netral
@dusrimulya Yoiiiii fungsi Cak Imin itu sebenarnya untuk gaet suara santri dan ulama di jateng ama jatim kalau suara gen z itu tugas anies wkwkw,netral
Misi Anies-Muhaimin: Mendorong partisipasi aktif masyarakat dalam pengambilan keputusan memperkuat dialog antara pemerintah dan warga serta merangkul aspirasi rakyat. #AMINku01,positif
@Metro_TV @prabowo Pak Prabowo luar biasa bersahaja dan sangat dicintai seluruh umat manusia di muka bumi,positif
@gibran_tweet Seblak seblok?,netral
Survei Litbang Kompas: Elektabilitas Prabowo-Gibran 39 3 % Anies-Muhaimin 16 7 % Ganjar-Mahfud 15 3 % https://t.co/49MSQpUmzo https://t.co/rRshSkkzcC,negatif
Beda Pendapat Muhaimin Gibran Mahfud Soal IKN di Debat Cawapres 2024 Mana yang Paling Rasional? https://t.co/eIL3Evc1Bf,netral
Gontor untuk Anies Muhaimin. InsyaAllah menang,netral
@Gus_Raharjo Gak perlu di ragukan lagi dengan kinerja pak ganjar Mahfud pasti Indonesia semakin maju #MahfudLebihBaik Ganjar Mahfud satset https://t.co/ee3bJ46gtB,positif
@VIVAcoid Ini tu bener bener pro rakyat kecil..bravo mas Gibran,positif
seluruh argumen Muhaimin itu runtuh ketika dia ungkap bahwa dia akan teruskan omnibuslaw itu maka wajar bila ia ingin membangun 40 kota setara jakarta dengan uu itu. mungkin dia gembira ria melihat wadas rempang diperlakukan begitu oleh negara. :)),netral
@geloraco Visi misi dan kapasitas Anies-Muhaimin pantas dapat dukungan dari tokoh kredibel kayak Pak JK! ,netral
@tempodotco Program pak Prabowo yang bagi susu dan makan siang gratis tuh emang pure peduli kepada rakyat Indonesia,positif
Dengan pengalaman Ganjar sebagai gubernur dan Mahfud yang ahli dalam hukum mereka bersama-sama membentuk tim yang tangguh. @vandazlism Hebat ! Sat Set https://t.co/649zzX0FKi,positif
@bengkeldodo Pak prabowo masih menjabat menteri kan sekarang?,netral
@gfejecsjscwg @griselruiz88 @ganjarpranowo @mohmahfudmd @prabowo @gibran_tweet @skatuu @kopikumantap @RahmatAminuddin Jawa timur dan barat sudah merata mas,netral
@JoyBunglon Wkwkwk bener. Pak Anies wes keren2 eh dianjlokne mbek wakil e. No. 2 popularitas negatif dan positif. Tapi emang diakui sangat populer dan selalu viral. No. 3 i asline 50:50 imbang.,positif
SahabatSaber Emng the best capres &amp; cawapres ini GanjarSikatKorupsi LanjutGANsemuamurah LanjutGANsemuakerja GanjarBersih KuatkanKPK Hebat Ganjar Presidenku LanjutGan Bansos Rakyat,netral
@NyaiiBubu Tanpa harus diremehkan emang dia udh remeh Cak imin lupa pernah ikut potong tumpeng di IKN makanya dibilang tdk konsisten dn si Gibran pernah bilang dia tdk akan nyapres krn belum cukup umur akan fukos menyelesaikan tugas sbg walikota dn akhirnya nyapres jg tuh dia konsisten ya,netral
Anies Baswedan dalam Debat Capres: Persoalan Terbesar adalah Ketimpangan Ketidaksetaraan dan Ketidakadilan https://t.co/zukH7CZdfk,positif
not prabowo attacking politik identitas anies as if he didn't do the same shit. so far yg jawabannya oke cuma ganjar anjrit ini anies terlalu fokus trading punches sama prabowo. lo tuh mantan mendikbud BRO.,netral
@RafieZaina92548 @SimanjuntakElly @gibran_tweet Buzzer bikin chat sendiri. Skrinsut sendiri,netral
@CherylTanzil banyak yg bilang beliau emosian beliau hanya bicara fakta bahwa demokrasi berjalan baik krn P Anies menikmatinya. lg pula klw P Prabowo oposisi bisa bayangkan Indo masuk corona gk lolos bangsa ini. berhati besar bukan berarti kalah. senyumin aja. ,netral
capek-capek pak prabowo mau gandeng ganjar di debat kemarin ditangkis sama gibran malem ini.,netral
@ganjarpranowo @mohmahfudmd Terimakasih telah peduli pak ganjar sehat selalu,positif
Cawapres Nomor Urut 1 Muhaimin Iskandar sempat mempertanyakan soal progress proyek pembangunan Kota Solo ke Cawapres Nomor Urut 2 Gibran Rakabuming. Namun ada yang menarik dalam sesi tersebut mikrofon Cak Imin sempat jatuh saat Gibran menjawab pertanyaan. Gibran pun terlihat https://t.co/wI2RuH98q4,netral
@cubitisme Sewaktu anies bersikap kritis ke kinerja pak prabowo dianggap engga sopan karena dianggap kurang menghormati orang tua giliran skrg gibran yg tengil dan sok kritis malah dianggap kritis dan keras. Apakah ini tidak standar ganda? ,netral
Jangan takut berekspresi. Jangan takut mengkritik pemerintah jika Anies Baswedan - Muhaimin Iskandar memimpin negeri ini. Kencangkan suara kritismu perbesar suara protesmu! REVISI UU ITE!! https://t.co/177ugVC3sS,positif
bgsd tadi gw dibilang mirip gibran anj,netral
@Fatalenigmax @Hasbil_Lbs @prabowo Wkwkwk saya ngeliatnya jadi ikut bepikir keras juga,netral
@Ryan_Fighter7 Menurut data pendukung anis mayoritas pendidikan menengah ke atas dan prabowo ganjar menengah ke bawah. Salah satu syukur terbesar saya di diberi rezeki pendidikan yang tinggi jadi bisa lebih bijak dan tidak BODOH,positif
@FaldoMaldini Keteteran mnghadapi lawan debat moncer kayak Anies Ganjar....,positif
@komodifikazi Anies ra gayeng deingi ora koyo biasane,netral
@Gus_Raharjo waduh mas solo aja masih terbengkalai itu menandakan masgib belum mateng secara kepemimpinan #MahfudLebihBaik Ganjar Mahfud Satset https://t.co/Vm29C6T2pR,netral
@GeiszChalifah Ayo semua rakyat menangkan capres 01 Anies Muhaimin pd pilpres 14/02/2024 dan benamkan capres 02 agar semua koruptor diadili dan dimiskinkan oleh Presiden RI Anies melalui KPK yg diperkuat pengadilan TIPIKOR yg benar jujur adil agar Indonesia lebih baik adil setara sejahtera.,positif
@__AnakKolong Dan Gibran juga bilang kebun binatang saat bicara pajak seperti pak Ganjar menjelaskan pajak mendetail ttng tax amnesty yg sdh berjalan jangan berburu di kebun binatang jangan memancing di kolam menghafal tapi tak paham ,netral
@mjbakhm @muza16335 @gus_dibyo @kurawa Yg bilang kera sakti kan elo... Apakah anies dan ganjar org militer sampai tau nilai kerja org 5 dan 1.1. Debat sebelumnya kompak ngebully paslon 02 giliran dibales bilang gak pantes lah... Pret,netral
@aryprasetiyo007 sy gagal respect emang sejak kapan anda respect pendukung 02 ingin yg lain ikut sprti dia hahahaha sekali abah anies ya abah anies ga akan ikut kata orang krn orang cerdas pilih anies,netral
@SalimCipok Pak Ganjar the best #GanjarHapuskanHutangNelayan,netral
@NKRIndonesia79 @Dahnilanzar @prabowo @gibran_tweet Bengis kalo ya,netral
@msaid_didu @gibran_tweet @cakimiNOW @jokowi @prabowo JANGAN HANYA GARA2 EMISI KARBON DAN SGIE KITA MELUPAKAN MK.....SORRY NIH YE,netral
@DokterTifa Sok an nanya SGIE ke ketum parpol dan regulasi CCS ke prof hukum Untung aja ga dibalik dikasih istilah hukum islam dalam bahasa arab dan istilah hukum dalam bahasa latin soal nepotisme Tapi begitu disindir tips n trick kena tuh. Untung bukan Anies dan Ganjar lawannya ,netral
geus teu kudu aya pilpres lah ngariwehkeun sararea garambreng weh bro nu menang jd presiden @prabowo @ganjarpranowo @aniesbaswedan,netral
@zainul_munas @aniesbaswedan Insyaallah Amin akan menjadi yg terbaik saat ini untuk Memimpin Indonesia Pasangan Anis Muhaimin the Next Presiden RI ,netral
@MellisA_An @nongandah @mohmahfudmd Menurut gw pernyataan mahfud mempunyai makna yg dalam dan terselip pesan agar kita mampu menjadi orang tua yg mampu mendidik anak2 kita yg mempunyai norma dan tata krama.,netral
@andika_suleman @unmagnetism Yaiyalah stabil org emosi terus jir. konsisten emosinya,netral
@Gank_Of_Petojo @gibran_tweet @bawaslu_RI Lah padahal aman2 aja. Temen gw aja keturunan cina akur aja. . Malah sering kalau lagi becanda di tempat gawean tak katain dasar cina gak punya toko... Dia sering manggil gw woy Jawa dasar Jawa Tapi biasa aja ,netral
@folkshittmedia Cawapres itu penyambung lidah konsep Capres. Pemenangnya Pak Mahfud. Gibran ngejebak dan gak nyambung. Cak imin mengecewakan. Sprti org gelagapan,netral
Pak Ganjar - Pak Mahfud menjadi harapan baru dengan perhatian pada akses internet yang merata dan terjangkau untuk semua. Ganjar Pranowo terbukti mensejahterakan @Amien0851258581 #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/EWxk6K5o0M,positif
Sulit memaafkan Anies untuk kedekatannya sama ormas intoleran dan juga lubang2 resapan yang belakangan justru malah bikin ancur jalan. Tapi...Liat 2 pesaingnya..masa iya tahun ini persoalan lesser evil lagi. Terus berkaca dari Obama kurang jago apa coba doi soal public speaking,negatif
@salimwny kalau harta harta orang kaya dipermasalahin termasuk harta pak prabowo ya berarti mending yg diatur tu pajaknya (kayak kata gibran di debat cawapres kemarin) jadi kalo ada masalah kayak gini gak orang kaya suruh tanggungjawab,netral
Spanduk Rakyat untuk Anies - Muhaimin #AMINTerbaikNomor1 #AMINUnggulDebatCapres @aniesbaswedan @cakimiNOW @DPP_PKB @EmHasanuddin @Jazilul_Fawaid @zainul_munas @HasanRofiqi4 @Mursyidan10 https://t.co/Wei9OdBmLB,positif
@suaradotcom Prabowo Gibran selalu dihati. Mereka punya jiwa demokrasi yg tinggi,positif
@galuhfujiawaan @idextratime si nomor 2 ambisius men bahkan Pak Sandiaga Uno juga layak banget maju jadi Capres.. 1. Anies - Muhaimin 2. Ridwan - ET 3. Ganjar - Mahfud 4. Sandi Uno - AHY coba bayangin paslonnya begini apa ngga seru adu gagasannya..,netral
@Dennysiregar7 Prabowo dibully anies ama ganjar lu ketawa . Dibalikin ama bocah malah ngambek. Beda kelas yang satu berkaca dan menjawab. Yang satunya ngambek gamau jawab,netral
@democrazymedia Prabowo Gibran pemimpin idaman dunia,positif
Sekarang mereka ngamuk2 merasa Gibran gak punya etika...tapi saat kita merasa Anies gak pny etika terhadap Pak Prabowo mereka bilang namanya juga debat dasar sumbu pendek merasa maha benar sendiri...dasar buih! ️,netral
Ya maap banget gue udah pro anies ugal ugalan semoga beliau kalo menang pun ga mengecewakan mengingat 10 tahun lalu gue dukung pak jokowi ujungnya banyak penyesalan.,positif
Gaskan yuk guys Pasangan AMIN Anies Baswedan - Muhaimin Iskandar tiba di Lokasi #DebatCapres Istora Senayan #AMINAjaDulu #Anies2ndStage #HwaitingAbahAnies https://t.co/ihdV6klQHi,netral
mama bayangin anak mama jadi aktivis demi kehidupan kita org kecil ini. tapi sampe detik ini anak mama ini engga ada pulang ke rumah. hilang. terus salah satu yg mention hak buruh tentang revisi uu ciptaker cuma Ganjar dan yg mention hak perempuan cuma Anies. ,netral
Yang dikatakan pak Anies...jika banyak atraksi pasti untuk menutupi ketidaktahuannya alias kebodohannnya,positif
INDONESIA maju bersama Anis dan Muhaimin Pasanga Serasi #AMINajaDulu #AniesUnggul #PakaiOtakPakaiHati https://t.co/NWcx6qWkPq,positif
@aniesbaswedan @kikysaputrii @fatihandika Pak @prabowo bilang @aniesbaswedan tdk pantas bicara etik ; -Anies tdk punya rasa terimakasih kpd pak Prabowo yg sdh mengusung &amp; membiayai menjadi Gubernur. -Anies menjilat janji nya yg tdk akan menghianati pak Prabowo -Anies Menghianati partai Demokrat &amp; AHY,negatif
Kritik konstruktif Ganjar-Mahfud terhadap sistem perpajakan mencerminkan komitmen mereka terhadap perubahan positif demi keadilan dan kesejahteraan masyarakat. @ssunIdiotic Juara ! Sat Set https://t.co/SIGpGFgavX,positif
gays ini mbak² dibelakang pak anies siapa yaaa? cakep bgt https://t.co/qXyft9GMbm,netral
PKS dan Anies-Muhaimin saling melengkapi dalam upaya menjadikan Indonesia lebih bermartabat di mata dunia. #PKSmenangAMIN PilihPKS CoblosAMIN,positif
Dukungan untuk Ganjar-Mahfud adalah dukungan untuk transformasi positif dalam sektor keuangan Indonesia. @sabbykoo Top ! Sat Set https://t.co/MwPt5kc1lo,positif
Anies : to the point langsung nyindir orangnya di depan saat itu juga Eloquently. (MK menabrak konstitusi bansos alutsista ketimpangan kepemilikan tanah) Prabowo : curhat nyindir pas kampanye. ngomongnya kasarr tapi pas uda di depan orangnya melempem kyk krupuk seblak,netral
@fadlizon @prabowo @gibran_tweet Jembut ,netral
@tubirfess Kan kemarin pas playing victim gue udah bilang sih kalai cawapres dia juga suka nyerang lah sebelum debat hari ini juga nyerang cak imin sama prof mahfud mereka dibikin kayak orang tua kolot makannya ngakak pas katanya prabowo diserang anies sama ganjar kek wkwkwk lucu.,netral
Seharusnya yang sering survey salah itu Paslon nomer 02 itu di bawah 10% soalnya kebanyakan esmosi dari pada adu gagasan seharusnya kayak gini : 1. Anies Baswedan - Muhaimin 85% 2. Ganjar Pranowo - mafud md 10% 3. Prabowo Subianto - Gibran 5% Ini yang bener ,negatif
 Ganjar Pranowo dan Atikoh tidak hanya pasangan hidup tetapi juga pasangan yang siap bersama-sama membangun ibu kota Ganjar Mahfud Hebat #Coblos3 #3GM #nazarpemilu #GanjarMahfudM3nangDebat https://t.co/qk3Q9n9ztL,positif
Cawapres 02 Gibran Rakabuming Raka menyindir Cawapres 01 Abdul Muhaimin Iskandar atau Cak Imin yang mengungkap keinginannya membangun 40 kota selevel Jakarta jika kelak menang Pilpres 2024 bersama Capres Anies Baswedan. #DebatCawapres https://t.co/H2PKo9767T,netral
@zy_zy_its_me @prabowo maksudnya definisi terbaik disini yg telah dirubah menyesuaikan level gibran kan.. jadi harap maklum saja asam folat saja dirubah jadi asam sulfat koq.. junjungannya aja separah itu apalagi pemujanya pasti jongkok total nalarnya.. duh duh duh..,netral
@Mdy_Asmara1701 Milih Anies-Muhaimin tuh pilihan cerdas! Punya gagasan yang fresh kerja keras yang gak main-main dan udah banyak prestasi bagus. Mantap kan https://t.co/gZB4EqELuy,netral
@mazzini_gsp Gibran: Bagaimana meningkatkan peringkat Indonesia di SGIE? Muhaimin: Apa itu SGIE? Gibran: State of Global Islamic Economy! (Jawab Gibran dengan bangga TAPI sambil melihat atau mencontek kertas di atas podium karena dia sendiri tidak hafal juga kepanjangan SGIE),netral
Semangat para orang baik yg bernazar untuk kemenangan Paslon AMIN Anies Baswedan dan Muhaimin Iskandar..Semoga Allah ta'ala mengabulkan Nazar Kalian semua Aamiin #nazarpemilu,netral
@Bambangmulyonoo Mau pake gaya apapun Prabowo Gibran Satu puteran ,positif
@AFdrmwnsyh @msaid_didu @aniesbaswedan @prabowo lebih parah ketimbang jaman jokowi bau2nya bakal dibungkam para kritikus,netral
siapa yang pilih prabowo?,netral
Yang mendapat kesempatan menjawab pertanyaan soal desa itu Muhaimin mas; lainnya hanya menanggapi. Dan saya membatasi diri untuk ikut komentar hanya soal-soal yang sesuai keilmuan saya saja. Paham ya?,netral
Ganjar-Mahfud akan memastikan bahwa Indonesia tetap menjadi pemimpin regional dalam inovasi perdagangan. @ttosaokii Top ! Pasti Lebih Baik https://t.co/et8NxXdYcM,positif
@golkar_id Senyum mas gibran manis sekali seperti gula jawa,positif
@ARSIPAJA Gibran: Bagaimana meningkatkan peringkat Indonesia di SGIE? Muhaimin: Apa itu SGIE? Gibran: State of Global Islamic Economy! (Jawab Gibran dengan bangga TAPI sambil melihat atau mencontek kertas di atas podium karena dia sendiri tidak hafal juga kepanjangan SGIE) ,negatif
Ganjar-Mahfud memberikan keyakinan akan peningkatan optimalisasi sumber pendapatan negara. @zazaaa1150120 Hebat ! Sat Set https://t.co/1TU2XZcCC4,positif
@golkar_id @DavidVilla321 Mantab nggak tuh si Gibran anak muda makin jaya,positif
@OlopanP Mantap Anies-Muhaimin Pemimpin Perubahan #SlepetAjaGus #SlepetNomic #AniesMuhaimin2024 @cakimiNOW @DPP_PKB https://t.co/iPJdJV6i5b,netral
PKS dengan semangat yang membara siap mendukung Anies-Muhaimin membawa perubahan positif bagi Indonesia. #PKSmenangAMIN PilihPKS CoblosAMIN,positif
@ethadisaputra @aniesbaswedan @ganjarpranowo @prabowo Anis hebat,netral
Pak Ganjar ga ada niatan pindah partai?? Biar saingannya lebih jelas gitu lohhh. Pak Ganjar pun akhirnya kehasut nyerang 02 di akhir2 -_-,netral
@AlissaWahid @gibran_tweet Capresnya koar-koar pak anies tidak beretika ini cawapresnya tidak beretika,netral
@msaid_didu @aniesbaswedan @prabowo Gaktahan diserang balik / dikritik prabow ini..prabowo sampai moyong mulutnya ke anies. Karakter emosian . Emangnya lu aja yg usung anis .. kan ada PKS dan PAN .. dan wakil anies malah dr grindra semua ada 2 org https://t.co/EnZcIWLuyW,netral
Kenapa Pak Ganjar terlihat firm banget semalam? Karena bawa data. Pak Anies pun begitu Data cuma dilawan pake retorika omon-omon yha dibantai lah! ( ),netral
Dukungan Ahok pada Ganjar Pranowo - Prof Mahfud menambah kepercayaan pada visi dan misi yang mereka usung Bersama Ganjar kita sejahtera @nengokaja29 #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/2W1zX9J5i8,positif
@tvOneNews Semua orang Salut dengan ilmu yang dimiliki Gibran,positif
Program Anies-Muhaimin: Meningkatkan akses terhadap transportasi umum merancang jalur sepeda dan mengurangi kemacetan di perkotaan. #AMINku01,positif
@Hrln_058 @DaulahCla295 gibran adalah cawapres hasil dari sebuah pelanggaran KENAPA PAMAN USMAN DICOPOT DARI JABATAN KETUA MK KALAU BELIAU TIDAK BERSALAH.?? Dijawab dlu soalnya para fans 02 tidak ada bisa menjawab https://t.co/4uELofmxUa,netral
@KoinMicin74 @Miduk17 Lihatlah betapa hebatnya mas Gibran yg masih ingat mengucapkan selamat hari natal dan tahun baru di tengah mepetnya waktu yg di berikan saat closing statement nya.. itu lah contoh pemimpin yg toleransi.. bukan cuman bahas satu tempat ibadah saja..,netral
@liputan6dotcom Udah fix sih emang AMIN bagus. Kalau kalah ada Ganjar juga bagus kpk. Yang prnting bukan Prabowo https://t.co/J0hn18fuag,positif
Ganjar-Mahfud memprioritaskan perbaikan infrastruktur untuk mendukung kelancaran logistik perdagangan. @watermelongrl99 Juara ! Pasti Lebih Baik https://t.co/lktMv4KbSZ,positif
@s_mohode @Chavesz08 Oalah.. Makin terbongkar lah kalo Prabowo dapat cuan dari situ,netral
@tvOneNews yakin 100% dukung pak anies,positif
Anies Muhaimin adalah calon pemimpin yang dibutuhkan rakyat Indonesia.. #AminTerbaikNomor1 #AminUnggulDebatCapres,positif
@mediocrickey Muhaimin slepet iskandar.,netral
@zoelfick Andai paslonnya ada dua saja anies vs ganjar pasti seru sekali...,netral
Ganjar-Mahfud menciptakan iklim investasi yang kondusif dengan menekankan keamanan dan kepastian hukum. @tinuvieljy Top ! Pasti Lebih Baik https://t.co/mohEcS7rZV,positif
Visi Anies-Muhaimin: Menggalakkan keberagaman budaya merawat warisan budaya lokal dan memperkenalkan festival budaya. #AMINku01,positif
Amarah Mahfud MD di TPPO: Tak Ada Damai di Kasus Perdagangan Orang https://t.co/Alu1Lnpuza,positif
@SINDOnews tetap setia dukung Ganjar Mahfud ,netral
@ramaArsy1 @vanc1Bozz @prabowo Bukannya bang Rama dukung puan.. ,netral
@don_muzakir_ @prabowo @gibran_tweet Sukses debat pak prabowo malam ini,positif
Ganjar - Mahfud diakui sebagai figur yang memahami urgensi peningkatan kualitas sumber daya manusia melalui program 1 Keluarga Miskin 1 Sarjana . Tiga Kali Lebih Sejahtera Untuk Indonesia Hebat! @tiaxster #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/b00KjQvaXs,positif
pak muhaimin agak ga jelas di awal untungnya agak lumayan laah di akhir. ga jelek amat. minusnya public speakingnya emang ga seleves sama pak anies.,netral
Puji Penampilan di Debat Capres Presiden PKS: Visi Anies Bawa Indonesia Pelaku Utama di Kancah Global https://t.co/pQAdQubCYE PKS Pembela Rakyat https://t.co/Yt7YXuLBHJ,positif
Kalau Ganjar yang jadi Partainya pasti semakin semena mena,negatif
gus muhaimin ini padahal favorit saya,negatif
Dalam bidang Pendidikan langkah yang akan dilakukan Pak Anies Baswedan dan Gus Muhaimin Iskandar adalah percepatan sertifikasi guru pengangkatan 700ribu honorer menjadi P3K Beasiswa untuk anak Guru &amp; dosen #debatcapres2024 #AniesFinalStage #PerubahanPastiMenang #AMINajaDulu,positif
@officialinews_ Indonesia membutuhkan pemimpin seperti ganjar mahfud,positif
@Brigade01Arwan1 @aniesbaswedan Sungguh Abah Anies sosok capres paling mumpuni. Kami AMIN untuk mu,positif
@dududu_id @BkarBlackSmith @kikysaputrii Wait ngab.... Trs yg di mata najwa pas itu anies blg selama pak prabowo maju nyapres anies gk akan maju. Itu gmn tuh ngab?? Jd yg bener yg mana dah bingung gw anjirrr,negatif
Senam Gemoy di Bawah Guyuran Hujan Tetap Lanjut Makin Semangat Dukung Prabowo-Gibran Menang Satu Putaran - Jaring News - https://t.co/By4fFRAArc https://t.co/vG3LLhkbVh #IndonesiaKuatIndonesiaMaju #DiplomasiProgresif02 #02Melanjutkan,netral
Sejumlah Ulama dan Tokoh Aceh Masuk Tim Pemenangan Anies Baswedan Muhaimin Ini Susunan Lengkapnya https://t.co/c0ZTm8DGP1 https://t.co/zS7B2WHiQv,netral
@PutraErlangga95 Pilih paslon no. 1 Anis Baswedan &amp; Muhaimin Iskandar ️,netral
@TeddGus @mohmahfudmd Mahfud setres berat benar2 sudah g bisa kontrol emosi bahaya kalau jadi pemimpin,negatif
PDI-P menilai makan malam Jokowi dan Prabowo mengonfirmasi bahwa kepala negara memang tidak netral dalam kontestasi pilpres. https://t.co/n2WorIuPIq,netral
@kurawa Panglima TNI mantan dandim surakarta kapolri ketua KPU ketua MK dan gibran di jd kan walkot solo di kasih proyek dari pusat seperti pildun U20 masjid MBZ dll supaya terkesan bisa kerja semua jalan sdh dia persiapkan sedemikian rupa untuk dinasty nya,netral
Keakraban Anies Muhaimin Prabowo Gibran dan Ganjar Mahfud di Podium Jelang Debat Ketiga https://t.co/3tIcfzzF39,netral
@Miduk17 yg menguasai maslh dlm debat semalam suka ga suka anies ok,positif
EmelecesEcuador jokowi _tweet cakimiNOW rizieqdivist daR4_ra EffendiRistriy1 Terus semangat juang 45 Ganjar Mahfud!!! GanjarBersih KuatkanKPK Hebat Ganjar Presidenku LanjutGan Bansos Rakyat,netral
Kebersamaan PKS dengan Anies-Muhaimin adalah langkah bijak untuk mewujudkan Indonesia yang lebih adil dan beradab. #PKSmenangAMIN PilihPKS CoblosAMIN,positif
@MinudeMaid @RisaHart @prabowo Prabowo emang gak bisa debat bisanya saling tembak. Emang lawan musuh nanti di LCS bisa pakai debat diplomasi tanpa senjata berat tidak akan berguna. Pilih presiden yang terbukti berani mati saja ,netral
Anis - Muhaimin unggul Debat Capres #AMINTerbaikNomor1 #AMINUnggulDebatCapres https://t.co/vKXn26KxeT,positif
@Dahnilanzar Omon-omon itu apa sih? Yg banyak bacot alias ngomong itu prabowo dan elu nil bilang Kuat2 situs kemhan bisa diretas. Kerjaan bagi2 proyek buat kroni apa kerjanya menhan? Pak anies udah jlas bgt loh indonesia hrs jd pemimpin di kawasan baru itu menunjukkan kuat dan disegani,netral
Debat Cawapres di #KoranHariIni Kompas: Tingkat Kematangan Sikap Telrihat. Media Indonesia: Gimik Gibran Jadi Bumerang. Jawa Pos: Tambang Ilegal hingga Stok Pupuk Jadi Sorotan. Jakarta Post: Muhaimin Mahfud join forces in debate. https://t.co/TEJXLyjBvJ,netral
@griselruiz88 @ganjarpranowo @mohmahfudmd @prabowo @gibran_tweet @skatuu @kopikumantap @RahmatAminuddin ganjar mpud kian tergerus karena rakyat yang cinta jokowi bersuara bersama dukung Prabowo Gibran,netral
@Cantikah88 @kikysaputrii KPK mau mentersangkakan Anies gak bisa2 malah ketuanya yg jd tersangka korupsi... wkwkwk. Kebenaran akan menemukan jalannya sendiri.,positif
@PandamPamungkas @kurawa Mas @kurawa nggak usah ngurusin Anak Pak Ganjar Mukamu sekarang lagi belepotan Kotorannya Zul Tugasmu cuci cuci cebokin sekarang ..,negatif
@iyapahambgt @dayatpiliang Food estate itu gagal bukan menyelesaikan masalah krisis pangan malah menambah masalah baru krn banyak hutan yg ditebang. Tanah prabowo sdh dr lama kirain berkurang eh malah nambah mestinya pak jokowi yg mesti dipertanyakan dulu prnah disinggung beliau knp ga diselesaikan.,negatif
@msaid_didu @aniesbaswedan @prabowo Prabowo harus menghadapi Gold Digger' yg ia ambil dari tempat antah berantah kali ke3,netral
Gibran Tingkahnya belum dewasa belum layak blunder parah #ngakak #ngakak... https://t.co/VRoOD2wgDJ lewat @YouTube,negatif
