NN,JJ,VB,RB,UH,NN_percentage,JJ_percentage,VB_percentage,RB_percentage,UH_percentage
7,1,3,2,0,0.30434782608695654,0.043478260869565216,0.13043478260869565,0.08695652173913043,0.0
1,0,1,0,0,0.2,0.0,0.2,0.0,0.0
1,0,1,1,0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0
10,0,1,1,0,0.7692307692307693,0.0,0.07692307692307693,0.07692307692307693,0.0
2,1,1,1,0,0.4,0.2,0.2,0.2,0.0
6,0,1,0,0,0.5,0.0,0.08333333333333333,0.0,0.0
5,0,0,0,0,0.5,0.0,0.0,0.0,0.0
5,2,1,0,0,0.22727272727272727,0.09090909090909091,0.045454545454545456,0.0,0.0
6,3,2,1,0,0.35294117647058826,0.17647058823529413,0.11764705882352941,0.058823529411764705,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
9,1,3,1,0,0.391304347826087,0.043478260869565216,0.13043478260869565,0.043478260869565216,0.0
8,2,2,1,0,0.4,0.1,0.1,0.05,0.0
6,1,2,0,0,0.2857142857142857,0.047619047619047616,0.09523809523809523,0.0,0.0
6,1,1,0,0,0.5,0.08333333333333333,0.08333333333333333,0.0,0.0
4,0,1,2,0,0.3076923076923077,0.0,0.07692307692307693,0.15384615384615385,0.0
3,0,0,0,0,0.21428571428571427,0.0,0.0,0.0,0.0
4,0,1,0,0,0.4444444444444444,0.0,0.1111111111111111,0.0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
3,0,1,0,0,0.25,0.0,0.08333333333333333,0.0,0.0
2,0,2,0,0,0.06666666666666667,0.0,0.06666666666666667,0.0,0.0
3,1,1,2,0,0.23076923076923078,0.07692307692307693,0.07692307692307693,0.15384615384615385,0.0
0,0,2,0,0,0.0,0.0,0.25,0.0,0.0
9,1,4,1,0,0.3333333333333333,0.037037037037037035,0.14814814814814814,0.037037037037037035,0.0
5,2,5,3,0,0.1282051282051282,0.05128205128205128,0.1282051282051282,0.07692307692307693,0.0
2,0,2,0,0,0.4,0.0,0.4,0.0,0.0
5,1,4,2,0,0.3333333333333333,0.06666666666666667,0.26666666666666666,0.13333333333333333,0.0
1,0,0,0,0,0.16666666666666666,0.0,0.0,0.0,0.0
4,0,1,0,0,0.3076923076923077,0.0,0.07692307692307693,0.0,0.0
4,0,2,2,0,0.2857142857142857,0.0,0.14285714285714285,0.14285714285714285,0.0
6,1,1,0,0,0.3157894736842105,0.05263157894736842,0.05263157894736842,0.0,0.0
2,0,2,1,0,0.1,0.0,0.1,0.05,0.0
2,2,4,3,0,0.07692307692307693,0.07692307692307693,0.15384615384615385,0.11538461538461539,0.0
12,3,7,5,0,0.3,0.075,0.175,0.125,0.0
2,0,2,0,0,0.2857142857142857,0.0,0.2857142857142857,0.0,0.0
4,3,1,0,0,0.3076923076923077,0.23076923076923078,0.07692307692307693,0.0,0.0
8,1,3,0,0,0.42105263157894735,0.05263157894736842,0.15789473684210525,0.0,0.0
2,1,3,2,0,0.18181818181818182,0.09090909090909091,0.2727272727272727,0.18181818181818182,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
5,1,1,0,0,0.38461538461538464,0.07692307692307693,0.07692307692307693,0.0,0.0
5,1,4,2,0,0.22727272727272727,0.045454545454545456,0.18181818181818182,0.09090909090909091,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2,0,1,0,0,0.4,0.0,0.2,0.0,0.0
4,0,3,0,0,0.18181818181818182,0.0,0.13636363636363635,0.0,0.0
1,1,0,0,0,0.2,0.2,0.0,0.0,0.0
6,0,6,3,0,0.14634146341463414,0.0,0.14634146341463414,0.07317073170731707,0.0
4,1,2,2,0,0.4,0.1,0.2,0.2,0.0
2,1,0,1,0,0.5,0.25,0.0,0.25,0.0
7,1,6,1,0,0.25,0.03571428571428571,0.21428571428571427,0.03571428571428571,0.0
2,0,1,0,0,0.2,0.0,0.1,0.0,0.0
8,2,5,1,0,0.2,0.05,0.125,0.025,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
12,0,2,0,0,0.631578947368421,0.0,0.10526315789473684,0.0,0.0
4,1,2,0,0,0.3333333333333333,0.08333333333333333,0.16666666666666666,0.0,0.0
0,0,1,3,0,0.0,0.0,0.0625,0.1875,0.0
5,0,2,0,0,0.3125,0.0,0.125,0.0,0.0
3,0,5,3,0,0.1875,0.0,0.3125,0.1875,0.0
5,0,2,0,0,0.35714285714285715,0.0,0.14285714285714285,0.0,0.0
8,0,5,0,0,0.4444444444444444,0.0,0.2777777777777778,0.0,0.0
3,2,2,3,0,0.1875,0.125,0.125,0.1875,0.0
6,0,6,2,0,0.20689655172413793,0.0,0.20689655172413793,0.06896551724137931,0.0
2,0,0,0,0,0.25,0.0,0.0,0.0,0.0
3,1,1,0,0,0.2727272727272727,0.09090909090909091,0.09090909090909091,0.0,0.0
5,0,3,1,0,0.25,0.0,0.15,0.05,0.0
2,0,3,2,0,0.13333333333333333,0.0,0.2,0.13333333333333333,0.0
1,1,2,1,0,0.043478260869565216,0.043478260869565216,0.08695652173913043,0.043478260869565216,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
1,0,0,0,0,0.3333333333333333,0.0,0.0,0.0,0.0
1,1,5,0,0,0.04,0.04,0.2,0.0,0.0
5,1,4,0,0,0.25,0.05,0.2,0.0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
5,1,4,5,0,0.25,0.05,0.2,0.25,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
1,0,0,0,0,0.09090909090909091,0.0,0.0,0.0,0.0
4,1,3,2,0,0.21052631578947367,0.05263157894736842,0.15789473684210525,0.10526315789473684,0.0
0,0,5,0,0,0.0,0.0,0.3333333333333333,0.0,0.0
7,0,0,1,0,0.6363636363636364,0.0,0.0,0.09090909090909091,0.0
7,0,2,0,0,0.3888888888888889,0.0,0.1111111111111111,0.0,0.0
4,0,4,1,0,0.21052631578947367,0.0,0.21052631578947367,0.05263157894736842,0.0
8,0,1,0,0,0.38095238095238093,0.0,0.047619047619047616,0.0,0.0
2,1,1,0,0,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.0,0.0
4,3,1,1,0,0.2222222222222222,0.16666666666666666,0.05555555555555555,0.05555555555555555,0.0
3,0,2,1,0,0.2,0.0,0.13333333333333333,0.06666666666666667,0.0
11,0,3,0,0,0.6111111111111112,0.0,0.16666666666666666,0.0,0.0
11,1,7,3,0,0.36666666666666664,0.03333333333333333,0.23333333333333334,0.1,0.0
2,1,1,1,0,0.25,0.125,0.125,0.125,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
3,0,3,1,0,0.1875,0.0,0.1875,0.0625,0.0
5,0,2,3,0,0.23809523809523808,0.0,0.09523809523809523,0.14285714285714285,0.0
5,1,7,1,0,0.20833333333333334,0.041666666666666664,0.2916666666666667,0.041666666666666664,0.0
3,0,1,0,0,0.42857142857142855,0.0,0.14285714285714285,0.0,0.0
2,1,0,0,0,0.2857142857142857,0.14285714285714285,0.0,0.0,0.0
3,0,0,0,0,0.3333333333333333,0.0,0.0,0.0,0.0
4,0,4,0,0,0.21052631578947367,0.0,0.21052631578947367,0.0,0.0
4,0,2,2,0,0.23529411764705882,0.0,0.11764705882352941,0.11764705882352941,0.0
8,2,5,2,0,0.2222222222222222,0.05555555555555555,0.1388888888888889,0.05555555555555555,0.0
1,0,1,0,0,0.2,0.0,0.2,0.0,0.0
5,2,1,0,0,0.3333333333333333,0.13333333333333333,0.06666666666666667,0.0,0.0
5,1,3,1,0,0.29411764705882354,0.058823529411764705,0.17647058823529413,0.058823529411764705,0.0
7,1,3,1,0,0.30434782608695654,0.043478260869565216,0.13043478260869565,0.043478260869565216,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
14,1,11,1,0,0.2857142857142857,0.02040816326530612,0.22448979591836735,0.02040816326530612,0.0
5,2,4,2,0,0.17857142857142858,0.07142857142857142,0.14285714285714285,0.07142857142857142,0.0
17,2,6,2,0,0.4358974358974359,0.05128205128205128,0.15384615384615385,0.05128205128205128,0.0
5,1,5,0,0,0.1388888888888889,0.027777777777777776,0.1388888888888889,0.0,0.0
6,1,2,1,0,0.42857142857142855,0.07142857142857142,0.14285714285714285,0.07142857142857142,0.0
5,0,3,0,0,0.45454545454545453,0.0,0.2727272727272727,0.0,0.0
10,2,3,4,0,0.3448275862068966,0.06896551724137931,0.10344827586206896,0.13793103448275862,0.0
3,0,6,2,0,0.13636363636363635,0.0,0.2727272727272727,0.09090909090909091,0.0
3,2,3,1,0,0.17647058823529413,0.11764705882352941,0.17647058823529413,0.058823529411764705,0.0
5,0,3,1,0,0.25,0.0,0.15,0.05,0.0
2,1,0,0,0,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0
5,0,6,0,0,0.2777777777777778,0.0,0.3333333333333333,0.0,0.0
3,1,2,2,0,0.21428571428571427,0.07142857142857142,0.14285714285714285,0.14285714285714285,0.0
5,0,0,0,0,0.38461538461538464,0.0,0.0,0.0,0.0
3,0,4,0,0,0.15,0.0,0.2,0.0,0.0
7,1,1,0,0,0.3888888888888889,0.05555555555555555,0.05555555555555555,0.0,0.0
5,3,2,0,0,0.2631578947368421,0.15789473684210525,0.10526315789473684,0.0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
5,0,3,0,0,0.2631578947368421,0.0,0.15789473684210525,0.0,0.0
1,1,1,1,0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0
4,1,6,4,0,0.14285714285714285,0.03571428571428571,0.21428571428571427,0.14285714285714285,0.0
1,0,2,1,0,0.16666666666666666,0.0,0.3333333333333333,0.16666666666666666,0.0
2,2,1,1,0,0.11764705882352941,0.11764705882352941,0.058823529411764705,0.058823529411764705,0.0
5,1,5,2,0,0.17857142857142858,0.03571428571428571,0.17857142857142858,0.07142857142857142,0.0
3,0,2,0,0,0.375,0.0,0.25,0.0,0.0
17,4,6,1,0,0.4473684210526316,0.10526315789473684,0.15789473684210525,0.02631578947368421,0.0
6,1,2,0,0,0.25,0.041666666666666664,0.08333333333333333,0.0,0.0
2,1,1,1,0,0.2,0.1,0.1,0.1,0.0
0,0,1,0,0,0.0,0.0,0.125,0.0,0.0
5,2,4,2,0,0.2631578947368421,0.10526315789473684,0.21052631578947367,0.10526315789473684,0.0
2,0,2,0,0,0.2,0.0,0.2,0.0,0.0
5,2,5,1,0,0.20833333333333334,0.08333333333333333,0.20833333333333334,0.041666666666666664,0.0
4,0,3,1,0,0.2,0.0,0.15,0.05,0.0
6,1,3,0,0,0.3157894736842105,0.05263157894736842,0.15789473684210525,0.0,0.0
6,0,2,0,0,0.3,0.0,0.1,0.0,0.0
7,3,1,0,0,0.3333333333333333,0.14285714285714285,0.047619047619047616,0.0,0.0
4,1,5,3,0,0.18181818181818182,0.045454545454545456,0.22727272727272727,0.13636363636363635,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
4,0,6,0,0,0.2,0.0,0.3,0.0,0.0
16,3,5,1,0,0.32,0.06,0.1,0.02,0.0
1,0,2,0,0,0.2,0.0,0.4,0.0,0.0
2,1,3,0,0,0.18181818181818182,0.09090909090909091,0.2727272727272727,0.0,0.0
7,2,0,1,0,0.5,0.14285714285714285,0.0,0.07142857142857142,0.0
0,1,0,1,0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
5,2,2,0,0,0.25,0.1,0.1,0.0,0.0
5,2,3,1,0,0.20833333333333334,0.08333333333333333,0.125,0.041666666666666664,0.0
2,1,6,0,0,0.07407407407407407,0.037037037037037035,0.2222222222222222,0.0,0.0
3,1,2,1,0,0.2727272727272727,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.0
2,0,1,1,0,0.2857142857142857,0.0,0.14285714285714285,0.14285714285714285,0.0
5,0,1,0,0,0.38461538461538464,0.0,0.07692307692307693,0.0,0.0
8,1,7,3,0,0.24242424242424243,0.030303030303030304,0.21212121212121213,0.09090909090909091,0.0
9,2,4,3,0,0.3,0.06666666666666667,0.13333333333333333,0.1,0.0
9,0,5,0,0,0.2903225806451613,0.0,0.16129032258064516,0.0,0.0
6,1,3,0,0,0.375,0.0625,0.1875,0.0,0.0
7,0,3,0,0,0.30434782608695654,0.0,0.13043478260869565,0.0,0.0
5,0,2,1,0,0.3333333333333333,0.0,0.13333333333333333,0.06666666666666667,0.0
0,2,2,0,0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0
1,0,1,0,0,0.125,0.0,0.125,0.0,0.0
0,0,2,0,0,0.0,0.0,0.5,0.0,0.0
13,0,7,3,0,0.3333333333333333,0.0,0.1794871794871795,0.07692307692307693,0.0
0,1,1,1,0,0.0,0.25,0.25,0.25,0.0
5,0,6,1,0,0.2777777777777778,0.0,0.3333333333333333,0.05555555555555555,0.0
10,3,6,3,0,0.3225806451612903,0.0967741935483871,0.1935483870967742,0.0967741935483871,0.0
9,2,3,0,0,0.3333333333333333,0.07407407407407407,0.1111111111111111,0.0,0.0
5,1,1,0,0,0.625,0.125,0.125,0.0,0.0
13,2,4,4,0,0.3939393939393939,0.06060606060606061,0.12121212121212122,0.12121212121212122,0.0
2,1,0,0,0,0.4,0.2,0.0,0.0,0.0
0,0,1,0,0,0.0,0.0,0.3333333333333333,0.0,0.0
3,0,3,1,0,0.2,0.0,0.2,0.06666666666666667,0.0
4,1,1,0,0,0.2857142857142857,0.07142857142857142,0.07142857142857142,0.0,0.0
7,1,9,1,0,0.16666666666666666,0.023809523809523808,0.21428571428571427,0.023809523809523808,0.0
1,1,3,1,0,0.07142857142857142,0.07142857142857142,0.21428571428571427,0.07142857142857142,0.0
5,1,0,1,0,0.3125,0.0625,0.0,0.0625,0.0
8,0,3,0,0,0.47058823529411764,0.0,0.17647058823529413,0.0,0.0
5,0,3,1,0,0.3125,0.0,0.1875,0.0625,0.0
3,0,0,0,0,0.2,0.0,0.0,0.0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
5,1,2,1,0,0.45454545454545453,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.0
2,0,0,0,0,0.3333333333333333,0.0,0.0,0.0,0.0
5,0,2,0,0,0.625,0.0,0.25,0.0,0.0
7,1,6,1,0,0.21212121212121213,0.030303030303030304,0.18181818181818182,0.030303030303030304,0.0
4,1,3,1,0,0.2222222222222222,0.05555555555555555,0.16666666666666666,0.05555555555555555,0.0
1,1,0,1,0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0
4,1,2,0,0,0.23529411764705882,0.058823529411764705,0.11764705882352941,0.0,0.0
7,1,1,0,0,0.6363636363636364,0.09090909090909091,0.09090909090909091,0.0,0.0
3,0,2,0,0,0.21428571428571427,0.0,0.14285714285714285,0.0,0.0
4,1,2,2,0,0.2,0.05,0.1,0.1,0.0
16,2,2,1,0,0.5161290322580645,0.06451612903225806,0.06451612903225806,0.03225806451612903,0.0
1,0,2,0,0,0.16666666666666666,0.0,0.3333333333333333,0.0,0.0
8,0,4,0,0,0.47058823529411764,0.0,0.23529411764705882,0.0,0.0
11,1,3,2,0,0.4230769230769231,0.038461538461538464,0.11538461538461539,0.07692307692307693,0.0
8,1,3,3,0,0.4,0.05,0.15,0.15,0.0
3,1,3,1,0,0.16666666666666666,0.05555555555555555,0.16666666666666666,0.05555555555555555,0.0
15,3,5,3,0,0.36585365853658536,0.07317073170731707,0.12195121951219512,0.07317073170731707,0.0
4,0,2,0,0,0.25,0.0,0.125,0.0,0.0
1,0,0,0,0,0.2,0.0,0.0,0.0,0.0
7,0,6,2,0,0.1891891891891892,0.0,0.16216216216216217,0.05405405405405406,0.0
12,1,2,0,0,0.3870967741935484,0.03225806451612903,0.06451612903225806,0.0,0.0
9,1,5,1,0,0.25,0.027777777777777776,0.1388888888888889,0.027777777777777776,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
8,0,4,3,0,0.27586206896551724,0.0,0.13793103448275862,0.10344827586206896,0.0
4,3,6,3,0,0.1,0.075,0.15,0.075,0.0
3,0,0,0,0,1.0,0.0,0.0,0.0,0.0
2,1,3,0,0,0.2,0.1,0.3,0.0,0.0
2,1,3,1,0,0.13333333333333333,0.06666666666666667,0.2,0.06666666666666667,0.0
7,2,0,2,0,0.4666666666666667,0.13333333333333333,0.0,0.13333333333333333,0.0
4,1,2,1,0,0.14814814814814814,0.037037037037037035,0.07407407407407407,0.037037037037037035,0.0
21,2,4,4,0,0.4666666666666667,0.044444444444444446,0.08888888888888889,0.08888888888888889,0.0
3,0,1,0,0,0.6,0.0,0.2,0.0,0.0
5,1,2,1,0,0.4166666666666667,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.0
4,1,2,0,0,0.2857142857142857,0.07142857142857142,0.14285714285714285,0.0,0.0
6,0,5,2,0,0.21428571428571427,0.0,0.17857142857142858,0.07142857142857142,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,1,0,0,0.0,0.0,0.125,0.0,0.0
4,0,1,1,0,0.3333333333333333,0.0,0.08333333333333333,0.08333333333333333,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2,1,1,0,0,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.0,0.0
0,0,2,0,0,0.0,0.0,0.3333333333333333,0.0,0.0
0,0,1,0,0,0.0,0.0,0.5,0.0,0.0
7,1,1,0,0,0.4117647058823529,0.058823529411764705,0.058823529411764705,0.0,0.0
8,0,2,0,0,0.5714285714285714,0.0,0.14285714285714285,0.0,0.0
8,0,5,1,0,0.34782608695652173,0.0,0.21739130434782608,0.043478260869565216,0.0
6,1,3,0,0,0.2608695652173913,0.043478260869565216,0.13043478260869565,0.0,0.0
1,0,0,0,0,0.09090909090909091,0.0,0.0,0.0,0.0
16,3,6,2,0,0.36363636363636365,0.06818181818181818,0.13636363636363635,0.045454545454545456,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,1,0,2,0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
1,0,0,2,0,0.2,0.0,0.0,0.4,0.0
1,0,3,2,0,0.1111111111111111,0.0,0.3333333333333333,0.2222222222222222,0.0
11,3,4,0,0,0.36666666666666664,0.1,0.13333333333333333,0.0,0.0
11,0,5,3,0,0.39285714285714285,0.0,0.17857142857142858,0.10714285714285714,0.0
9,2,5,1,0,0.375,0.08333333333333333,0.20833333333333334,0.041666666666666664,0.0
1,0,1,0,0,0.05,0.0,0.05,0.0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
18,0,10,3,0,0.4,0.0,0.2222222222222222,0.06666666666666667,0.0
2,0,0,0,0,0.25,0.0,0.0,0.0,0.0
3,2,1,2,0,0.23076923076923078,0.15384615384615385,0.07692307692307693,0.15384615384615385,0.0
6,2,3,1,0,0.3,0.1,0.15,0.05,0.0
8,1,5,1,0,0.1951219512195122,0.024390243902439025,0.12195121951219512,0.024390243902439025,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
4,0,2,0,0,0.5,0.0,0.25,0.0,0.0
3,0,2,2,0,0.10344827586206896,0.0,0.06896551724137931,0.06896551724137931,0.0
3,1,4,1,0,0.25,0.08333333333333333,0.3333333333333333,0.08333333333333333,0.0
1,1,2,1,0,0.125,0.125,0.25,0.125,0.0
3,0,2,0,0,0.5,0.0,0.3333333333333333,0.0,0.0
4,0,1,0,0,0.25,0.0,0.0625,0.0,0.0
2,1,3,1,0,0.045454545454545456,0.022727272727272728,0.06818181818181818,0.022727272727272728,0.0
4,0,0,0,0,0.5714285714285714,0.0,0.0,0.0,0.0
2,0,0,0,0,1.0,0.0,0.0,0.0,0.0
3,0,1,0,0,0.2727272727272727,0.0,0.09090909090909091,0.0,0.0
6,0,3,1,0,0.2608695652173913,0.0,0.13043478260869565,0.043478260869565216,0.0
3,1,1,0,0,0.3,0.1,0.1,0.0,0.0
14,2,1,0,0,0.3684210526315789,0.05263157894736842,0.02631578947368421,0.0,0.0
8,0,5,1,0,0.4,0.0,0.25,0.05,0.0
2,0,4,0,0,0.15384615384615385,0.0,0.3076923076923077,0.0,0.0
1,0,1,0,0,0.125,0.0,0.125,0.0,0.0
12,1,2,1,0,0.631578947368421,0.05263157894736842,0.10526315789473684,0.05263157894736842,0.0
9,0,6,2,0,0.3333333333333333,0.0,0.2222222222222222,0.07407407407407407,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2,0,0,0,0,0.5,0.0,0.0,0.0,0.0
2,0,0,0,0,0.16666666666666666,0.0,0.0,0.0,0.0
12,1,1,2,0,0.5,0.041666666666666664,0.041666666666666664,0.08333333333333333,0.0
10,1,1,0,0,0.5263157894736842,0.05263157894736842,0.05263157894736842,0.0,0.0
6,1,1,1,0,0.42857142857142855,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
1,0,1,0,0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0
3,0,4,3,0,0.15,0.0,0.2,0.15,0.0
4,2,0,0,0,0.4444444444444444,0.2222222222222222,0.0,0.0,0.0
11,1,7,2,0,0.28205128205128205,0.02564102564102564,0.1794871794871795,0.05128205128205128,0.0
7,1,0,0,0,0.5,0.07142857142857142,0.0,0.0,0.0
5,2,2,1,0,0.29411764705882354,0.11764705882352941,0.11764705882352941,0.058823529411764705,0.0
4,0,3,0,0,0.19047619047619047,0.0,0.14285714285714285,0.0,0.0
4,0,1,0,0,0.5714285714285714,0.0,0.14285714285714285,0.0,0.0
2,0,1,0,0,0.2857142857142857,0.0,0.14285714285714285,0.0,0.0
7,2,4,4,0,0.21875,0.0625,0.125,0.125,0.0
3,0,1,0,0,0.15789473684210525,0.0,0.05263157894736842,0.0,0.0
6,2,12,5,1,0.1276595744680851,0.0425531914893617,0.2553191489361702,0.10638297872340426,0.02127659574468085
2,0,1,0,0,0.16666666666666666,0.0,0.08333333333333333,0.0,0.0
12,5,4,2,0,0.34285714285714286,0.14285714285714285,0.11428571428571428,0.05714285714285714,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
12,2,7,3,0,0.3076923076923077,0.05128205128205128,0.1794871794871795,0.07692307692307693,0.0
10,1,1,0,0,0.7142857142857143,0.07142857142857142,0.07142857142857142,0.0,0.0
1,1,2,1,0,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.0
6,0,6,0,0,0.15,0.0,0.15,0.0,0.0
11,4,7,1,0,0.3142857142857143,0.11428571428571428,0.2,0.02857142857142857,0.0
10,1,2,0,0,0.4,0.04,0.08,0.0,0.0
4,0,1,0,0,0.5714285714285714,0.0,0.14285714285714285,0.0,0.0
2,1,2,2,0,0.25,0.125,0.25,0.25,0.0
10,5,3,1,0,0.30303030303030304,0.15151515151515152,0.09090909090909091,0.030303030303030304,0.0
3,0,1,0,0,0.375,0.0,0.125,0.0,0.0
1,1,2,1,0,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.0
5,0,4,1,0,0.29411764705882354,0.0,0.23529411764705882,0.058823529411764705,0.0
8,4,5,1,0,0.19047619047619047,0.09523809523809523,0.11904761904761904,0.023809523809523808,0.0
18,0,5,1,0,0.5294117647058824,0.0,0.14705882352941177,0.029411764705882353,0.0
14,0,5,0,0,0.42424242424242425,0.0,0.15151515151515152,0.0,0.0
11,1,8,3,0,0.3333333333333333,0.030303030303030304,0.24242424242424243,0.09090909090909091,0.0
0,1,0,0,0,0.0,0.25,0.0,0.0,0.0
0,1,1,0,0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
22,0,2,3,0,0.4782608695652174,0.0,0.043478260869565216,0.06521739130434782,0.0
9,0,4,0,0,0.5625,0.0,0.25,0.0,0.0
1,0,2,0,0,0.05555555555555555,0.0,0.1111111111111111,0.0,0.0
11,3,4,0,0,0.3793103448275862,0.10344827586206896,0.13793103448275862,0.0,0.0
3,3,0,2,0,0.375,0.375,0.0,0.25,0.0
9,3,4,5,0,0.23076923076923078,0.07692307692307693,0.10256410256410256,0.1282051282051282,0.0
5,0,3,0,0,0.25,0.0,0.15,0.0,0.0
4,1,5,0,0,0.17391304347826086,0.043478260869565216,0.21739130434782608,0.0,0.0
13,3,6,5,0,0.3023255813953488,0.06976744186046512,0.13953488372093023,0.11627906976744186,0.0
16,3,8,1,0,0.4444444444444444,0.08333333333333333,0.2222222222222222,0.027777777777777776,0.0
2,0,0,0,0,0.3333333333333333,0.0,0.0,0.0,0.0
2,2,1,1,0,0.2,0.2,0.1,0.1,0.0
4,2,6,4,0,0.0975609756097561,0.04878048780487805,0.14634146341463414,0.0975609756097561,0.0
5,2,6,2,0,0.19230769230769232,0.07692307692307693,0.23076923076923078,0.07692307692307693,0.0
3,0,0,0,0,0.6,0.0,0.0,0.0,0.0
7,2,9,2,0,0.21212121212121213,0.06060606060606061,0.2727272727272727,0.06060606060606061,0.0
9,1,5,2,0,0.3333333333333333,0.037037037037037035,0.18518518518518517,0.07407407407407407,0.0
3,0,2,0,0,0.1875,0.0,0.125,0.0,0.0
17,4,6,1,0,0.37777777777777777,0.08888888888888889,0.13333333333333333,0.022222222222222223,0.0
2,0,3,3,0,0.15384615384615385,0.0,0.23076923076923078,0.23076923076923078,0.0
0,0,1,0,0,0.0,0.0,0.125,0.0,0.0
13,1,7,0,0,0.3333333333333333,0.02564102564102564,0.1794871794871795,0.0,0.0
7,2,1,0,0,0.3333333333333333,0.09523809523809523,0.047619047619047616,0.0,0.0
5,0,4,1,0,0.38461538461538464,0.0,0.3076923076923077,0.07692307692307693,0.0
2,0,3,2,0,0.125,0.0,0.1875,0.125,0.0
5,1,1,0,0,0.3125,0.0625,0.0625,0.0,0.0
16,1,5,5,0,0.4,0.025,0.125,0.125,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
16,4,10,3,0,0.35555555555555557,0.08888888888888889,0.2222222222222222,0.06666666666666667,0.0
7,3,0,4,0,0.15217391304347827,0.06521739130434782,0.0,0.08695652173913043,0.0
4,0,3,2,0,0.2,0.0,0.15,0.1,0.0
4,0,3,1,0,0.12903225806451613,0.0,0.0967741935483871,0.03225806451612903,0.0
9,2,8,7,0,0.25,0.05555555555555555,0.2222222222222222,0.19444444444444445,0.0
4,3,1,0,0,0.18181818181818182,0.13636363636363635,0.045454545454545456,0.0,0.0
9,1,4,1,0,0.23684210526315788,0.02631578947368421,0.10526315789473684,0.02631578947368421,0.0
2,1,2,0,0,0.09090909090909091,0.045454545454545456,0.09090909090909091,0.0,0.0
2,0,1,0,0,0.25,0.0,0.125,0.0,0.0
4,1,1,2,0,0.36363636363636365,0.09090909090909091,0.09090909090909091,0.18181818181818182,0.0
0,0,1,0,0,0.0,0.0,0.25,0.0,0.0
7,3,4,3,0,0.2413793103448276,0.10344827586206896,0.13793103448275862,0.10344827586206896,0.0
2,1,2,1,0,0.11764705882352941,0.058823529411764705,0.11764705882352941,0.058823529411764705,0.0
5,0,1,1,0,0.625,0.0,0.125,0.125,0.0
9,1,4,1,0,0.23684210526315788,0.02631578947368421,0.10526315789473684,0.02631578947368421,0.0
5,0,1,0,0,0.38461538461538464,0.0,0.07692307692307693,0.0,0.0
2,1,2,1,0,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.0
